State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,Core Set Year,Population,Methodology,State Rate,Number of States Reporting,Mean,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,81.2,51,72.8,73.2,65.3,80.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (6 MCOs). Rates were audited or validated.,No
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11,2024,Separate CHIP (Title XXI),Administrative,DS,51,72.8,73.2,65.3,80.0,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services' cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (6 MCOs). Rates were audited or validated.,No
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,76.9,51,67.9,69.1,62.0,73.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,76.8,51,67.9,69.1,62.0,73.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (6 MCOs). Rates were audited or validated.,No
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18,2024,Separate CHIP (Title XXI),Administrative,DS,51,67.9,69.1,62.0,73.6,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services' cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (6 MCOs). Rates were audited or validated.,No
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,79.2,51,70.4,70.1,63.8,76.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,79.2,51,70.4,70.1,63.8,76.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (6 MCOs). Rates were audited or validated.,No
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18,2024,Separate CHIP (Title XXI),Administrative,DS,51,70.4,70.1,63.8,76.5,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services' cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (6 MCOs). Rates were audited or validated.,No
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis: Ages 3 Months to 17 Years,AAB-CH,Higher rates are better for this measure,Percentage of Episodes for Beneficiaries with a Diagnosis of Acute Bronchitis/Bronchiolitis that did not Result in an Antibiotic Dispensing Event: Ages 3 Months to 17 Years,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,59.8,52,72.1,72.1,65.4,83.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis: Ages 3 Months to 17 Years,AAB-CH,Higher rates are better for this measure,Percentage of Episodes for Beneficiaries with a Diagnosis of Acute Bronchitis/Bronchiolitis that did not Result in an Antibiotic Dispensing Event: Ages 3 Months to 17 Years,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,59.8,52,72.1,72.1,65.4,83.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rate includes FFS and managed care populations (6 MCOs). Rate was audited or validated.,No
Louisiana,Care of Acute and Chronic Conditions,Child Core Set,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis: Ages 3 Months to 17 Years,AAB-CH,Higher rates are better for this measure,Percentage of Episodes for Beneficiaries with a Diagnosis of Acute Bronchitis/Bronchiolitis that did not Result in an Antibiotic Dispensing Event: Ages 3 Months to 17 Years,2024,Separate CHIP (Title XXI),Administrative,50.0,52,72.1,72.1,65.4,83.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rate includes FFS and managed care populations (6 MCOs). Rate was audited or validated.,No
Louisiana,Dental and Oral Health Services,Child Core Set,"Oral Evaluation, Dental Services: Ages <1 through 20",OEV-CH,Higher rates are better for this measure,Percentage of Enrolled Children Under Age 21 Who Received a Comprehensive or Periodic Oral Evaluation: Ages <1 through 20,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,45.7,50,43.6,44.8,40.8,49.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Louisiana,Dental and Oral Health Services,Child Core Set,"Oral Evaluation, Dental Services: Ages <1 through 20",OEV-CH,Higher rates are better for this measure,Percentage of Enrolled Children Under Age 21 Who Received a Comprehensive or Periodic Oral Evaluation: Ages <1 through 20,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,45.7,50,43.6,44.8,40.8,49.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rate includes FFS and managed care populations (6 MCOs). Rate was audited or validated.,No
Louisiana,Dental and Oral Health Services,Child Core Set,"Oral Evaluation, Dental Services: Ages <1 through 20",OEV-CH,Higher rates are better for this measure,Percentage of Enrolled Children Under Age 21 Who Received a Comprehensive or Periodic Oral Evaluation: Ages <1 through 20,2024,Separate CHIP (Title XXI),Administrative,49.8,50,43.6,44.8,40.8,49.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rate includes FFS and managed care populations (6 MCOs). Rate was audited or validated.,No
Louisiana,Dental and Oral Health Services,Child Core Set,Sealant Receipt on Permanent First Molars: Age 10,SFM-CH,Higher rates are better for this measure,Percentage who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,48.9,51,47.0,50.3,39.7,56.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Louisiana,Dental and Oral Health Services,Child Core Set,Sealant Receipt on Permanent First Molars: Age 10,SFM-CH,Higher rates are better for this measure,Percentage who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,48.9,51,47.0,50.3,39.7,56.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (6 MCOs). Rates were audited or validated.,No
Louisiana,Dental and Oral Health Services,Child Core Set,Sealant Receipt on Permanent First Molars: Age 10,SFM-CH,Higher rates are better for this measure,Percentage who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthday,2024,Separate CHIP (Title XXI),Administrative,47.4,51,47.0,50.3,39.7,56.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (6 MCOs). Rates were audited or validated.,No
Louisiana,Dental and Oral Health Services,Child Core Set,Sealant Receipt on Permanent First Molars: Age 10,SFM-CH,Higher rates are better for this measure,Percentage who Received Sealants on All Four Permanent First Molars by their 10th Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,34.5,51,32.7,34.5,26.9,40.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Louisiana,Dental and Oral Health Services,Child Core Set,Sealant Receipt on Permanent First Molars: Age 10,SFM-CH,Higher rates are better for this measure,Percentage who Received Sealants on All Four Permanent First Molars by their 10th Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,34.5,51,32.7,34.5,26.9,40.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (6 MCOs). Rates were audited or validated.,No
